code,name,date,subject,content
005930,삼성전자,2021.07.17,[단독] 삼성 대미 반도체 투자 결국 6개월~1년 지연,"텍사스 제2후보지역 착공 내년 1Q
제1후보지서는 올해 2Q 공사 목표
상업가동 목표시점도 1년 늦춰져
총수 부재 속 미국 내 적기투자 비상

삼성전자 미국 오스틴 반도체 공장 모습 [사진 = 삼성전자]
""여러 후보지 가운데 한 곳일뿐이다.""

최근 삼성전자가 미국 텍사스 주도인 오스틴시가 아닌 소도시(테일러시) 인근에 짓는 방안을 추가로 검토 중이라는 외신 보도가 나오자 삼성전자가 내놓은 공식 반응이었다.

파운드리(반도체 외주생산) 사업에서 삼성전자는 1위인 대만 TSMC를 추격하기 위해 창사 이래 가장 큰 170억 달러(약 19조원) 이상 대미 투자를 검토 중이다. 따라서 이 건은 한국 내에서는 물론 미국에서도 과연 어느 지역이 삼성의 첨단 시스템 반도체 공장을 껴안을지 여부로 관심을 모으고 있다.

삼성전자는 여러 후보지 중 하나일 뿐이라고 태연한 반응을 보이고 있지만 상승 곡선을 타고 있는 현 반도체 사이클을 고려할 때 작금의 투자 지연은 삼성에 리스크 요인임을 부인할 수 없는 상황이다.

매일경제가 텍사스주 홈페이지에서 확인한 삼성전자의 투자 제안 문서에 따르면 현재 가동 중인 오스틴 공장 옆에 제2 공장을 세울 경우 착공 시점은 올해 2분기, 상업가동은 2023년 4분기다.

그러나 최근 추가로 공개된 테일러시 투자 계획 문서를 보면 착공 시점은 내년 1분기, 상업가동 시점은 약 3년 반 뒤인 2024년 4분기로 적시됐다. 오스틴 제2공장 계획 대비 테일러시 신공장 계획이 확정될 경우 상업가동 시점이 정확히 1년 지연될 것임을 삼성전자 투자 신청서에서 확인할 수 있는 것이다.

만약 오스틴 현 공장 옆으로 가닥이 잡히더라도 실제 착공 시점은 일러야 올해 4분기다. 삼성은 오스틴시과 제2 후보지인 테일러시의 혜택 조건을 저울질해 최종 후보지를 결정해야 한다. 그러나 삼성은 최근에서야 테일러시 세금 감면을 신청해 최종 유권해석 결과를 받으려면 수 개월을 기다려야 한다.

TSMC의 경우 이미 애리조나주에서 신공장 터파기 공사를 시작했음에도 삼성은 이처럼 텍사스·애리조나·뉴욕주 등 복수 후보지를 두고 아직까지 검토 단계에서 벗어나지 못하고 있다. 이는 글로벌 반도체 수급 불균형 상황에서 삼성과 TSMC중 누가 먼저 2~3년 뒤 호황 국면을 누리느냐의 문제이기도 하다.

그렇다면 미국 내 이 같은 투자 지연 리스크에도 불구하고 삼성이 테일러시를 제2 후보지(테일러시)로 검토하는 이유는 무엇일까. 국내 반도체 업계에서 나오는 유력한 분석은 물·전기 등 '유틸리티 분산' 전략으로 꼽힌다.

미국 내 신공장이 극자외선(EUV) 첨단 공정을 지향하는 시설인 만큼 현재의 오스틴 반도체 공장보다 더 많은 물과 전기가 필요하다. 그런데 이 첨단 공장을 현 오스틴 공장 바로 옆에 세울 경우 역내 유틸리티 공급망 리스크를 분산하지 못하게 된다.

현 오스틴 공장조차도 이미 오스틴 지역에서 가장 많은 전기와 물을 쓰고 있는 민간 상업시설이다. 현 공장 옆에 버젓이 신공장을 구축한 뒤 지난 겨울 한파 때와 같은 셧다운 사태를 맞게 되면 그 피해액은 조 단위로 바뀔 수 있다.

올해 초 오스틴 공장이 강제 셧다운된 뒤 복구될 때까지 삼성이 입은 피해액은 공개된 것만 4000억원이다.

삼성이 지역사회에서 1조원에 가까운 직간접 비용감면 혜택을 얻더라도 유틸리티 부족에 따른 공장 셧다운 사태가 재발하면 미래 대규모 투자와 일자리 창출을 근거로 얻어낸 세감면 혜택이 일순간에 소멸되는 것이다.

[이재철 기자]"
005930,삼성전자,2021.07.16,"인텔, '파운드리' 공격 투자 지속..삼성전자도 '경계'","""인텔, 글로벌파운드리 인수 협상 진행 중""
인수대금 약 34조 추정..인텔 역사상 '최대 규모'
""파운드리 첨단 기술 확보가 사업 성패 좌우""
[이데일리TV 김종호 기자] 16일 이데일리TV 빅머니 1부 ‘뉴스 in 이슈’에서는 미국 종합 반도체 기업인 인텔이 파운드리(반도체 위탁생산) 사업 강화를 위해 글로벌파운드리 인수를 추진 중이라는 소식을 전했다.

앞서 미국 월스트리트저널은 인텔이 글로벌파운드리 인수를 위해 관련 협상을 진행하고 있다고 보도했다. 인텔은 반도체 생산 확대를 위해 글로벌파운드리 인수를 추진하며, 인수대금은 약 300억달러(약 34조2600억원)에 달한다는 추정이다. 이는 인텔 역사상 최대 규모의 인수합병 규모다.

글로벌파운드리는 세계 3위 파운드리 업체다. 2008년 인텔의 경쟁사인 AMD가 칩 생산 부문을 분사하면서 설립이 됐다. 미국 뉴욕주에 본사를 두고 있지만 아랍에미리트 국부펀드인 무바달라인베스트가 대주주다.

글로벌파운드리는 한때 시장 1위인 대만 TSMC와 파운드리 업계를 선도했으나 2010년대 이후 기술 경쟁력에서 TSMC는 물론 삼성전자(005930)에도 밀리면서 점유율 순위가 3위까지 추락했다. TSMC나 삼성전자의 최첨단 제조공정을 따라가지는 못하지만 기존에 보유한 탄탄한 고객 기반을 유지하고 있는 것이 강점으로 꼽힌다. 미국과 독일, 싱가포르 등에 보유한 공장에서 AMD와 퀄컴, 브로드컴 등이 주문한 반도체를 꾸준히 생산 중이다. 특히 AMD와는 올해에만 약 16억달러 규모의 공급 계약을 맺는 등 꾸준히 거래하고 있는 상황이다.

인텔이 글로벌파운드리 인수에 성공할 경우 전세계 파운드리 시장에도 지각변동이 불가피하다. 올 1분기 기준 전세계 파운드리 시장 점유율을 보면 대만 TSMC가 56%의 점유율로 1위, 삼성전자가 18%로 2위, 글로벌파운드리와 대만 USMC가 각각 7%, 점유율로 3위인 구도다. 인텔이 글로벌파운드리를 인수하게 되면 단숨에 파운드리 시장 3위까지 오르게 되는 셈이다.

앞서 인텔은 올초 펫 겔싱어 최고경영자(CEO)가 취임한 이후 파운드리 시장 재진출을 선언했다. 미국 애리조나주에 약 200억달러(약 22조9000억원)을 투자해 신규 파운드리 공장 건설 계획도 발표하는 등 공격적인 투자 행보를 이어가는 중이다. 여기에 글로벌파운드리까지 품게 될 경우 TSMC와 삼성전자를 견제할 수 있는 수준까지 빠르게 올라올 것이라는 분석이 나온다.

다만 글로벌파운드리가 인텔의 인수설에 대해 “사실무근”이라고 밝혔기 때문에 실제 인수가 이뤄질지는 미지수다. 전문가들은 인텔과 글로벌파운드리 모두 아직은 삼성전자에 위협적인 수준은 아니라고 평가하면서도 장기적으로는 첨단 기술의 확보가 성패를 좌우할 수 있는 만큼 삼성전자의 빠른 판단과 투자가 필요하다고 입을 모았다.

16일 이데일리TV 빅머니 1부 ‘뉴스 in 이슈’ 방송.
인텔이 글로벌파운드리 인수를 추진 중이라고?

- “인텔, 글로벌파운드리 인수 관련 협상 진행 중”

- 인수대금 약 34조2600억 추정..인텔 역사상 ‘최대 규모’

글로벌파운드리 어떤 기업?

- ‘세계 3위’ 파운드리 업체..AMD에서 분사해 설립

- 기술 경쟁력 다소 밀려..탄탄한 고객 기반 유지 강점

인수 확정 시 파운드리 업계 영향은?

- 인텔, 파운드리에 공격적 투자..애리조나 공장에 23조 투입

- 삼성전자도 긴장..“첨단 기술의 확보가 성패 좌우”"
005930,삼성전자,2021.07.16,"TSMC, 삼성과 격차 더 벌리는데...총수 장기 부재로 전략적 결단 실종","[샌드위치 신세된 삼성]
TSMC 2분기 영업익 6조 육박
후발주자 추격 멀찍이 따돌려
여전히 메모리 의존하는 삼성
美 반도체 공장 투자도 늦어져

[서울경제]

인텔의 글로벌파운드리 인수전 참여로 파운드리 시장에 격변이 일고 있으나 삼성전자(005930)는 1위 사업자인 TSMC를 쫓아가기에도 힘에 부치는 모습이다. 오는 2030년 시스템 반도체 1위를 목표로 지속적인 투자를 단행하고 있지만 파운드리 부문에서 TSMC가 구축한 ‘규모의 경제’가 공고하기 때문이다. 이 같은 상황을 반전시키기 위해 대규모 인수합병(M&A) 등의 결단이 필요하다는 목소리가 커지지만 총수의 장기 부재가 삼성의 발목을 잡고 있다.

16일 반도체 업계에 따르면 TSMC는 지난 15일 올해 2분기 매출이 132억 9,000만 달러(약 15조 1,600억 원), 영업이익은 52억 100만 달러(약 5조 9,300억 원)를 기록했다고 발표했다. 매출은 지난해 같은 기간에 비해 19.8% 늘어났으며 영업이익도 전년 동기 대비 11.1% 증가했다.

반면 삼성전자의 경우 2분기 반도체와 가전·모바일 등 모든 사업을 합쳐 12조 5,000억 원의 영업이익을 냈으며 이 가운데 반도체(DS) 부문에서 7조 원을 거뒀을 것으로 증권가는 분석하고 있다. 특히 반도체 부문의 영업이익 가운데 대부분을 차지하는 6조 원 가량은 메모리 반도체에서 나온 것으로 추정된다. TSMC와 겨루는 파운드리 부문에서는 이미지 센서 등을 생산하는 시스템 LSI까지 더해 ‘비(非)메모리’로 영역을 확장해도 영업이익이 1조 원 안팎에 그치는 것이다.

특히 2분기에 삼성전자 시스템 반도체 분야의 주요 사업장인 미국 텍사스 오스틴 공장의 ‘전력’ 리스크가 해소되고 TSMC는 되레 심각한 가뭄으로 공장 가동이 어려웠다는 사실을 고려하면 이번 실적 격차는 뼈아프다. 앞선 1분기에도 TSMC는 매출 129억 달러(약 14조 5,000억 원)에 영업이익 53억 6,000만 달러(약 6조 원)를 기록했지만 삼성전자는 매출 19조 100억 원, 영업이익 3조 3,700억 원으로 영업이익에서 상당한 격차가 났다.

물론 종합반도체기업(IDM)인 삼성전자와 고객사 주문을 받아 위탁 생산하는 파운드리 업체인 TSMC를 매출과 영업이익으로 단순 비교하기는 쉽지 않다. 그러나 이재용 삼성전자 부회장이 직접 나서 시스템 반도체에 대한 대대적인 비전을 밝혔음에도 여전히 메모리 반도체에 실적을 의존하는 상황이 달라지지 않은 것은 분명하다.

반도체 업계는 TSMC가 10㎚ 이하 미세 공정에서도 상당한 성과를 보이는 동시에 기존의 14·28인치 등 통상 레거시 공정에서도 뛰어난 경쟁력을 갖춘 점을 높이 평가하고 있다. 2분기 세부 매출을 보면 7㎚의 매출이 전체의 31%, 5㎚가 18%를 차지하는 등 7㎚ 이하 미세 공정에서만 절반에 육박하는 매출을 올렸다. 미세 공정으로 승부를 봐야 하는 후발 주자 삼성전자로서는 이 분야에서 두각을 나타내는 TSMC가 껄끄러울 수밖에 없다. TSMC는 이에 더해 일본에 새로운 공장을 건설할 가능성을 내비치는 등 글로벌 영토를 무한 확장하고 있다. TSMC의 웨이저자 최고경영자(CEO)는 앞서 온라인으로 열린 실적 발표 기자회견에서 일본에 대한 투자 가능성을 언급하며 “앞으로 고객 수요에 근거해 이를 최종 판단할 것”이라고 밝혔다.

물론 삼성전자도 ‘회심의 비기’가 없는 것은 아니다. 삼성전자가 현재 경기도 평택에 짓고 있는 세 번째 반도체 공장인 P3가 제 몫을 해주는 때가 오면 TSMC와도 제대로 된 체급 경쟁이 가능할 것으로 평가된다. P3에서는 극자외선(EUV) 공정을 활용한 10㎚ 초반급 D램과 시스템 반도체가 대량생산될 것으로 전망된다. 삼성전자는 아울러 미국 내 두 번째 파운드리 공장을 텍사스주 중부 윌리엄슨 카운티에 건설하는 방안을 검토 중이라고 로이터통신이 이날 보도했다.

다만 삼성전자는 여전히 총수 부재 리스크에 빠져 전략적 결단이 늦어지고 있다. 미국 시스템 반도체 공장 투자가 늦어진 것은 물론 2017년 미국 전장 기업 하만을 80억 달러(약 9조 3,760억 원)에 인수한 뒤 1조 원 이상의 대규모 M&A도 전혀 없었다."
005930,삼성전자,2021.07.16,"""기업가치 10조 잠재력 있다"" 삼성 600억 투자한 회사는?","인게임 앱 제작 지원 업체
메타버스 생태계 활용성 주목

삼성전자의 투자 자회사 삼성넥스트가 미국 사모투자펀드(PEF) 운용사 인사이트파트너스 등과 함께 인게임(in-game) 애플리케이션(앱) 개발 지원 업체인 오버울프에 공동 투자한 것으로 밝혀졌다. 16일 전자 업계에 따르면 삼성넥스트는 지난 3월 오버울프에 대한 5250만달러(약 600억원) 규모의 시리즈C 투자에 참여했다. 이 업체는 앞서 인텔, 유비소프트, 워너뮤직그룹 등 유수의 정보기술·콘텐츠 업체에서 투자를 유치한 바 있다.

오버울프는 사용자가 PC나 스마트폰으로 게임을 즐길 때 동시에 실행돼 추가 기능을 사용할 수 있게 하는 오버레이 앱(Overlay apps) 개발을 지원하는 업체다. 예를 들어 개발자들은 온라인 게임을 즐기는 유저의 획득 점수와 플레이 특징을 분석해주는 앱을 만들거나 실시간으로 게임 영상을 녹화·캡처해 다른 유저들과 공유할 수 있는 툴을 제공할 수도 있다. 이 밖에 맞춤형 게임 가이드를 지원하는 프로그램도 제작할 수 있으며 제작자들은 이러한 앱을 판매해 수익을 추구할 수 있다. 오버울프 플랫폼에는 인게임 앱이 약 9만개 올라와 있으며 등록된 제작자도 3만명에 달한다.

삼성넥스트는 대표적인 메타버스 업체 로블록스의 성공 사례에서 이번 투자의 가능성을 포착했다. 2006년 출시된 로블록스는 이용자가 직접 게임을 개발해 공유하고 다른 이용자와 함께 이를 즐길 수 있도록 한 플랫폼이다. 1억9000만명 넘는 이용자와 개발자 800만명이 활동하고 있으며 이들이 만들어 올린 게임은 5000만개가 넘는다. 삼성넥스트는 ""오버울프가 로블록스에 이어 차세대 데카콘(기업가치 10조원 이상 스타트업)이 될 성장 잠재력이 있다고 본다""고 밝혔다.

[박재영 기자]"
005930,삼성전자,2021.07.16,"""삼성, 美 제2파운드리 부지로 텍사스 중부 검토"" -로이터","미국 텍사스주 오스틴에 있는 삼성전자 팹 공장/사진=삼성전자 홈페이지
삼성전자가 미국내 두번째 반도체 파운드리(위탁생산) 공장을 텍사스주 중부 윌리엄슨 카운티에 짓는 방안을 검토 중이라고 로이터통신이 16일(현지시간) 보도했다.

로이터는 삼성전자가 세금혜택을 받고자 윌리엄슨 카운티 당국에 제출한 서류를 입수해 이같이 보도했다.

삼성전자가 검토하고 있는 부지는 윌리엄슨 카운티의 테일러시(市)로, 삼성전자의 미국내 첫번째 파운드리 공장인 텍사스주 오스틴에서 약 60㎞ 떨어져 있다.

보도에 따르면 테일러시 당국은 삼성전자의 두번째 파운드리 공장 과세가액을 10년간 8000만달러(약 911억원)로 제한하는 방안을 검토하고 있다.

이 공장은 2029년 시장가액이 43억5000만달러(약 4조9576억원)에 달할 것으로 추정돼 과세가액에 상한을 두면 상당한 세금혜택을 받을 수 있다.

로이터는 ""삼성의 투자가 확정되면 내년 1분기에 착공해 오는 2024년 말 반도체 양산을 시작하겠다는 계획이 서류에 담겼다""고 전했다.

삼성전자는 서류에서 미국 뉴욕주, 애리조나주, 한국 등도 대체부지로 검토하고 있다는 내용도 강조한 것으로 전해졌다.

삼성전자는 오스틴 공장에 이어 미국내 반도체 수요에 대응할 수 있는 5나노 이하 첨단 극자외선(EUV) 공정 팹 증축을 검토해왔으며, 지난 5월 한미정상회담 당시 신규 투자 계획을 공식화했다.

이에 170억달러(약 19조3715억원) 규모 투자금이 어디로 갈지 관심이 쏠렸고 텍사스주, 뉴욕주, 애리조나주 등이 유치경쟁을 하고 있다."
005930,삼성전자,2021.07.16,"베트남 코로나 직격… ""삼성 호치민 공장 16곳 중 3곳 닫아""","가용 인력도 7000명에서 3000명으로 줄여
직원 출퇴근 금지 조치에 텐트 등 숙소 마련
베트남 하루 확진자 3000명 수준… 대부분 호치민
[이데일리 김무연 기자] 코로나19 확산으로 베트남에 위치한 삼성전자(005930) 공장 가동에도 비상이 걸렸다. 일부 공장이 폐쇄된데다 투입 인력 또한 절반 밑으로 줄었다.

삼성 로고(사진=AFP)
15일(현지시간) 로이터는 베트만 호치민시에 위치한 사이공하이테크파크(SHTP)에 있는 삼성전자호치민가전복합(SEHC) 공장 16곳의 사업장 중 3곳의 사업장 운영을 중단했다고 보도했다. 가용 인력 또한 7000명에서 3000명으로 감축했다.

2016년 가동을 시작한 삼성전자 호치민 공장은 약 92만6000㎡ 규모로 운영 중이다. TV·세탁기·냉장고·청소기·모니터 같은 가전제품을 생산해 베트남에서 판매하거나 다른 동남아 국가, 유럽, 미국 등에 수출한다.

앞서 베트남 당국은 기술단지에 공장을 둔 기업들에 가동을 중지하고 근로자들을 위한 숙소를 마련하라고 지시했다. 코로나19 확산을 막기 위해 직원들의 출퇴근을 금지한단 조치다. 앞서 삼성전자 공장과 애플 협력업체가 있는 베트남 북부지역 박닌에도 비슷한 행정명령이 떨어졌다.

삼성전자는 최대한 인력을 확보하기 위해 기숙사 외에 대형 텐트 등을 동원하고 있는 것으로 알려졌다. 르 비크 론 SHTP 부매니저는 “삼성뿐 아니라 모든 공장이 검역 계획서 제출 전까지 일시 폐쇄를 요청했다”라면서 “이들 계획을 검토한 후, 우리는 우리의 요구 사항을 충족하는 계획을 재개할 수 있도록 허용할 것”이라고 밝혔다.

지난 15일 베트남 보건당국은 신규 확진자가 역대 최다인 3416명 발생했다고 밝혔다. 전날에는 신규 확진자 2924명이 발생했다. 이 가운데 호치민에서 확정 판정을 받은 사람만 2229명에 달한다. 베트남은 4차 대유행이 시작한 지난 4월 27일 이후 3만4659명의 확진자가 추가로 나왔다."
005930,삼성전자,2021.07.16,"코스피, 기관·외국인 매도에 하락 마감…삼성전자 도로 '7만전자'","사진=연합뉴스


코스피가 기관과 외국인의 매도에 하락 마감했다. 신종 코로나바이러스 감염증(코로나19) 재확산 우려, 미국의 제조업 지표 둔화의 영향이다.

특히 간밤 뉴욕증시에서 필라델피아 반도체 지수가 2% 넘게 급락한 영향으로, 우리 증시의 반도체 관련주들도 약세를 보이면서 전일 8만원대를 회복했던 삼성전자는 다시 7만원대로 내려앉았다.

그나마 의약품 업종이 강하게 상승하며 오후 장에서 낙폭을 줄인 게 위안거리다.

16일 코스피는 전일 대비 9.31포인트(0.28%) 내린 3276.91에 거래를 마쳤다.

이날 코스피는 전장보다 0.10% 낮은 3282.89로 거래를 시작해 오전에는 3259.32까지 빠지기도 했지만, 오후 2시께부터 낙폭을 줄였다.

서상영 미래에셋증권 연구원은 “달러와 엔화의 강세, 국채금리와 국제유가의 하락 등 위험자산 선호 심리가 위축된 여파로 외국인의 현·선물 순매도가 유입된 점이 부담이었다”며 “특히 인플레이션과 관련한 제롬 파월 연방준비제도(Fed) 의장과 백악관의 톤이 조금은 우려를 표명하는 등 바뀐 점은 전반적인 투자 심리를 위축시켰다”고 설명했다.

다만 “주요 기업들의 실적 발표를 앞두고 있어 낙폭이 크게 확대되지는 않는 경향을 보였다”고 덧붙였다.

이날 코스피에서 개인은 6935억원 어치 주식을 순매수한 반면, 기관과 외국인은 각각 5719억원 어치와 912억원 어치를 팔았다. 특히 외국인은 코스피200 선물도 6891계약을 순매도했다. 프로그램 매매는 555억원 매수 우위였다.

주요 업종은 혼조세였다. 섬유·의복, 기계, 철강·금속, 전기·전자, 운송장비 등은 비교적 크게 하락했다. 반면 의약품, 종이·목재, 은행, 의료정밀 등은 올랐다.

특히 의약품 업종은 장 후반에 셀트리온의 코로나19 항체치료제 렉키로나가 동물실험에서 델타 변이 바이러스에 대해 효과를 보였다는 소식이 전해지면서 상승세가 더 강해졌다. 장 전반에는 삼성바이오로직스가 강하게 오르며 의약품 업종 지수를 이끌었다.

시가총액 상위 종목 중에서는 LG화학과 LG생활건강도 비교적 강한 상승세를 보였다.

이를 제외한 시총 상위 종목들은 모두 내렸다. 특히 SK하이닉스, 카카오, 포스코(POSCO), 키아, 삼성전자, 현대모비스 등의 낙폭이 컸다. 삼성전자는 이날 7만9800원으로 마감돼 전일 탈환했던 ‘8만전자’가 다시 깨졌다.

이날 유가증권시장에 상장된 에스디바이오센서는 공모가 대비 9000원(17.31%) 오른 6만1000원을 기록해 무난한 데뷔전을 치렀다.

코스닥은 전일 대비 2.33포인트(0.22%) 내린 1051.98에 마감됐다. 이 시장에서는 개인이 1265억원 어치를 사들인 반면, 기관과 외국인은 각각 982억원 어치와 184억원 어치를 순매도했다.
코스닥 시가총액 상위 종목들은 대체로 상승했다. 특히 카카오게임즈가 6% 넘게 올랐으며, 휴젤, 펄어비스, 셀트리온헬스케어도 비교적 강한 모습이었다. 반면 씨젠은 6% 넘게 빠졌고, 에이치엘비, 리노공업 등도 하락했다.

이날 서울외환시장에서 원·달러 환율은 전일 대비 2원(0.18%) 내린 1139.50원에 거래를 마쳤다."
005930,삼성전자,2021.07.16,"삼성, 쾌적한 여름 나기 위한 에어컨 선택법 공개","사진제공=삼성전자
장마가 물러가자 본격적인 무더위가 시작됐다. 35도를 웃도는 기온에 습도까지 더해져 불쾌감 높은 한낮 폭염에, 작년보다 3주 빨리 찾아온 열대야까지 기승이다. 올여름 푹푹 찌는 더위에 대비하기 위해서는 에어컨부터 미리미리 구매해야 한다. 8월 극성수기에 구매할 경우, 2018년 '에어컨 대란'처럼 수요가 몰려 배송과 설치가 늦어질 수 있기 때문이다. 장마 후 찾아온 가마솥더위에 대비해 에어컨 구매 시 필수 체크 리스트를 살펴봐야 한다.

무더위에 외출 후 집에 들어서자마자 시원함을 느끼고 싶다면 강력한 냉방 성능이 필수다. 삼성 비스포크 무풍에어컨은 하이패스 방식으로 더운 실내 공기를 흡입하자마자, 2개의 팬이 강력한 냉기를 만들어 바로 전면으로 뿜어주고, 서큘레이터 팬이 냉기를 빠르게 멀리까지 보낸다. 수면 패턴에 맞춰 작동하는 '무풍 열대야 쾌면'으로 열대야에도 쾌적하고 편안하게 수면을 취할 수 있다. 또한 ‘와이드 무풍냉방’으로 약 27만 개의 마이크로 홀에서 풍성한 냉기를 일정한 온도로 균일하게 뿜어주며, 기류 없이 쾌적함을 유지하는 것이 특징이다.

에어컨 사용 시간이 늘어나면 전기 요금 부담도 커지기 마련. 이럴 땐 소비전력을 절약할 수 있는 제품을 선택해야 한다. 비스포크 무풍에어컨은 '무풍 미세 초절전'으로 무풍 모드 작동 시, MAX풍 대비 최대 90%까지 소비전력을 절약한다. 불필요한 에너지 낭비를 줄여주니 친환경 라이프도 실천할 수 있다. 이 밖에도 AI 기술로 내부 습기와 열교환기 건조 및 청소·진단을 알아서 관리해 주는 '이지케어 AI' 3단계와, 패널·팬·필터를 직접 관리하는 '이지케어 셀프' 3단계까지 갖춰 철저한 위생 관리도 가능하다.

사진제공=삼성전자
이 가운데 삼성전자는 여름 성수기를 맞아 진행하는 다양한 혜택과 프로모션으로 보다 합리적인 가격에 원하는 에어컨을 구입할 수 있는 'Hot Summer 페스티벌 '을 실시한다고 밝혔다.

이번 행사는 7월 31일까지 에어컨 구매 소비자에게 풍성한 혜택을 제공한다. 인기 제품인 '비스포크 무풍갤러리'와 '비스포크 무풍클래식', 'Q9000' 등을 구매할 경우 할인 혜택을 받을 수 있다. 창문형 에어컨 '윈도우 핏'과 스탠드 에어컨을 함께 구매 시 추가 할인도 적용된다. 'Hot Summer 페스티벌'에 대한 자세한 내용은 가까운 삼성 디지털프라자에서 확인할 수 있다.

[최은화 매경비즈 연구원]"
005930,삼성전자,2021.07.16,"와이아이케이, 삼성전자에 187억원 규모 반도체 검사장비 공급",[이데일리 김연지 기자] 와이아이케이(232140)는 삼성전자(005930)와 반도체 검사장비 공급 계약을 맺었다고 16일 공시했다. 계약금액은 187억1000만원으로 이는 2020년 연결기준 매출액 대비 10.9% 규모다. 계약기간은 오는 11월 30일까지다.
005930,삼성전자,2021.07.16,34조원 인텔 파운드리 쇼크…TSMC 삼성 모두 주가 급락했다,"인텔의 파운드리 인수 움직임에
한국 에이디칩스 주가 22%↑
삼성전자·SK하이닉스 주가 부진

기대·불안 뒤섞인 시장 분위기
시티 ""AMD 목표 주가 6.59배↑""

세계 최대 파운드리(반도체 위탁생산) 업체 대만 TSMC가 호실적을 발표했음에도 불구하고 주가 급락 사태를 겪었다. 15일(현지시간) 뉴욕증시에서는 TSMC 주가가 하루 새 5% 넘게 급락한 데 이어 16일 대만 증시에서도 가파른 낙폭을 보였다. 매출과 영업이익이 지난 해에 비해 눈에 띄게 늘어났음에도 불구하고 성장세 둔화 가능성과 외국인 투자 급증에 따른 환율 변화가 겹친 영향으로 풀이된다.

16일(현지시간) 대만증시에서는 TSMC 주가가 장중 4% 가깝게 떨어지며 거래됐다. 회사가 일본에 반도체 공장 건설을 검토 중이라는 소식이 전해졌지만 투자 심리를 끌어당기기에는 역부족이었다.

앞서 15일 뉴욕증시에서도 TSMC 주가가 전날보다 5.51% 급락해 1주당 117.53달러에 거래를 마친 바 있다. 1분기 대비 영업이익이 줄어든 여파다. 배런스는 파운드리 업계 호황을 기대한 외국인들 투자금이 대만 금융시장으로 유입돼 현지 통화 가치가 커진 결과 TSMC 입장에서는 대만 달러화 표시 영업 이익이 줄었고 투자자들은 이 때문에 실망한 것으로 보인다""고 풀이했다.

같은 날인 15일 회사가 '2021년 2분기(4~6월) 실적'을 공개하면서 지난 2분기 매출액이 132억9000만달러(약 15조1600억원)를 기록해 직전 1분기대비 2.7%, 전년 동기 대비 19.8% 올랐다. 이날 웬델 황 TSMC 최고재무책임자(CFO)는 ""2분기 실적은 주로 하이퍼포먼스컴퓨팅(HPC)과 자동차 관련 수요 증가가 배경""이라면서""3분기는 5나노 및 7나노 기술에 대한 강력한 수요가 있을 것""이라고 밝혔다. 다만 영업이익이 52억100만달러(약 5조9300억원)을 기록해 전년 동기 대비 11.1% 늘어났음에도 불구하고 직전 분기 대비 영업이익이 -3.2% 줄었다.

글로벌 반도체 업계는 기대와 불안이 뒤섞인 분위기다. 세계 반도체 시장 분위기를 보여주는 필라델피아 반도체 지수는 15일 하루 새 2.17% 하락했다. 같은 날 IT리서치 업체 IDC에 따르면 전 세계 개인 컴퓨터(PC)·워크스테이션 출하량이 올해 2분기에 1년 전 같은 기간보다 13.2% 증가한 8360만 대일 것으로 추정되는데 이는 연간 기준 1분기(55.9%), 작년 4분기(25.9%) 증가세보다는 둔화된 수준이다. 이는 휴렛팩커드(HPQ)나 등 PC 업체 뿐 아니라 PC에 들어갈 반도체를 생산하는 기업 매출 증가세에도 영향을 준다.

한편에서는 기대감도 있다. 15일 시티그룹은 '중앙처리장치'(CPI)반도체 강자 AMD에 대한 투자 의견을 '매도'에서 '중립'으로 상향하고 목표주가를 기존 17달러에서 95달러로 약 439% 상향했다. 15일 마감 시세 기준 AMD 주가는 전날보다 2.38%떨어진 86.93달러다.

이밖에 같은 날 미국 인텔이 파운드리 사업을 키우기 위해 '글로벌파운더리'를 인수한다는 소식이 전해졌다. 이에 따라 기존 파운드리 강자인 대만 TSMC와 한국 삼성전자 주가가 16일 하락세를 보인 반면 한국 파운드리 업체 에이디칩스 주가는 장중 22%이상 뛰어 거래됐다.

[김인오 기자]"
